-0.05331,0.949252,-0.00482202,2.24334,-0.0586567,-1.32355,-0.3357,-0.11822,0.262369,-0.000202899,-0.250984,-0.0428344,-0.0432775,0.0143983,0.0425097,-0.177993,0.00590007,0.169481,0.00740823,0.0271956,-0.0608979,0.718058,2.51652,0.242766,0.0188605,-0.18478,-0.0765306,0.021729,-2.76265,1.48464,1.61302,-1.32383,0.0334137,0.216102,-0.0228044,0.0187206,-0.200059,0.00484588,0.0455263,0.000307096,-0.000644825,-1.1445E-006,-1.17337,-1.81146,-0.319219,5.03624,2.12288,0.121133,0.0197991
-0.0556614,0.954449,-0.00482413,2.23837,-0.0595131,-1.32441,-0.3357,-0.116919,0.257358,-0.000004452,-0.246156,-0.0428487,-0.042776,0.013314,0.0827622,-0.30723,0.0130672,0.297602,-0.0076812,0.0230319,-0.0486645,1.15625,2.47123,-1.06672,0.032495,-0.0984185,-0.0720056,0.0109483,-2.75826,1.49556,1.62209,-1.31729,0.0318482,0.218031,-0.0233558,0.0629052,-0.35902,0.0150816,0.0658292,0.000136228,-0.00148853,1.81719E-006,-1.16219,-1.4742,1.12187,4.42223,-2.1919,-0.495433,-0.0763132
-0.0579785,0.959518,-0.0048208,2.23352,-0.0603732,-1.32526,-0.3357,-0.114876,0.249997,0.000324588,-0.238995,-0.04319,-0.0423834,0.012481,0.116944,-0.413803,0.0189997,0.403473,-0.0251259,0.016429,-0.0358013,1.10021,2.21925,-1.61556,0.0305647,-0.100041,-0.113941,0.0135768,-2.74812,1.50518,1.63608,-1.30695,0.0332937,0.219508,-0.023769,0.111782,-0.480668,0.0247354,0.0797301,-0.00010129,-0.00209823,7.11868E-007,-0.499549,-1.42028,1.58387,1.87303,0.435026,-0.447382,-0.0084932
-0.0602478,0.96442,-0.00480971,2.22884,-0.0612443,-1.3261,-0.3357,-0.112237,0.24083,0.000754526,-0.230038,-0.0439094,-0.0421555,0.0119139,0.142882,-0.489709,0.0232645,0.479225,-0.0452662,0.00678188,-0.0221376,0.738314,2.04169,-1.38253,-0.0638838,-0.139612,-0.102291,0.00840789,-2.73265,1.51355,1.65522,-1.29283,0.0347445,0.220325,-0.0240444,0.148023,-0.565956,0.031149,0.0903242,-0.000256212,-0.00249962,-1.1479E-006,-0.291778,-2.59625,1.37584,-1.86883,2.0867,-0.216541,0.0355186
-0.0624595,0.969125,-0.00478926,2.22435,-0.0621344,-1.32695,-0.3357,-0.109183,0.230533,0.00124868,-0.219946,-0.0450634,-0.0421578,0.0116298,0.159182,-0.529816,0.0255838,0.519811,-0.0683152,-0.00629189,-0.00757394,0.298761,2.03194,-1.17349,-0.144053,-0.113014,-0.0321767,0.0128664,-2.71248,1.52079,1.67678,-1.27505,0.0362141,-0.274866,-0.0241795,0.173747,-0.614691,0.0358622,0.0932537,-0.000425949,-0.00280284,-0.00000192,-0.426577,-2.61012,1.14688,-5.91927,4.99069E-005,-2.78246,-0.0380665
-0.0646074,0.973618,-0.0047586,2.22006,-0.0630529,-1.32779,-0.3357,-0.105916,0.219849,0.00176662,-0.209451,-0.046711,-0.0424609,0.0116472,0.165263,-0.532015,0.0258436,0.523154,-0.0943346,-0.0229319,0.00791392,0.013498,1.65773,-1.16175,-0.25125,-0.121268,0.131418,-0.000959002,-2.68857,1.52713,1.69888,-1.25401,0.0377189,-0.275213,0.0365113,0.182822,-0.617257,0.0378025,0.094799,-0.000505101,-0.00284005,-1.36654E-006,0.388057,-2.06639,1.13005,-5.50829,0.0154545,-0.843541,-0.0018172
-0.0666895,0.9779,-0.00471769,2.21599,-0.0640104,-1.32865,-0.3357,-0.102638,0.209535,0.00226737,-0.199295,-0.0489108,-0.0431351,0.011984,0.16131,-0.497033,0.0240837,0.489963,-0.123212,-0.0430301,0.0242704,-0.213997,1.57696,-1.27978,-0.249604,-0.114276,0.0576835,0.00651979,-2.66221,1.53287,1.71981,-1.23058,0.0392789,-0.275874,0.0366068,0.179432,-0.578212,0.0372524,0.0867977,-0.000603351,-0.00271694,-2.06861E-007,0.00617493,-1.35572,1.27863,4.07083,-1.17959,1.19013,-0.0311336
-0.0687077,0.981987,-0.00466733,2.2121,-0.0650184,-1.32952,-0.3357,-0.099542,0.2003,0.0027122,-0.190177,-0.0517168,-0.0442462,0.0126563,0.148156,-0.42804,0.0204754,0.423342,-0.15463,-0.0662335,0.0413532,-0.493459,1.55642,-1.53446,-0.15073,-0.125094,0.0225885,0.00543639,-2.63511,1.53843,1.73806,-1.20629,0.0409173,-0.276898,0.0367922,0.167256,-0.498777,0.0349835,0.0738742,-0.000682842,-0.00238585,8.24254E-007,0.0645714,-3.14131,1.50326,-11.5901,0.183152,-0.776818,-0.00725007
-0.0706677,0.985907,-0.00460901,2.20839,-0.0660897,-1.33042,-0.3357,-0.0967984,0.192774,0.00306704,-0.182714,-0.0551742,-0.0458502,0.0136761,0.127146,-0.330157,0.0152952,0.328309,-0.188036,-0.0919476,0.0589229,-0.776956,1.53988,-1.62368,-0.219998,-0.0598104,0.0801539,0.00247756,-2.6093,1.54427,1.75246,-1.18345,0.04266,-0.278313,0.0370666,0.144117,-0.384161,0.0303635,0.0584323,-0.000712676,-0.00185641,2.73932E-006,0.996318,-0.896838,1.66916,1.92538,0.798715,-0.1621,0.00734159
-0.072578,0.9897,-0.00454485,2.20479,-0.0672375,-1.33136,-0.3357,-0.0945455,0.187462,0.00330427,-0.177404,-0.0593141,-0.0479885,0.0150494,0.0999967,-0.209988,0.00889895,0.21133,-0.2226,-0.119335,0.076628,-1.04819,1.57437,-1.7279,-0.0856025,-0.0761371,0.0630658,0.0119091,-2.58702,1.55089,1.76212,-1.16494,0.0445353,-0.280125,0.0374255,0.112854,-0.242622,0.0239703,0.039757,-0.000709338,-0.00117865,0.000002723,1.10829,-1.93094,1.78916,-3.26449,-1.12361,-0.56927,-0.04261
-0.0744496,0.993414,-0.00447743,2.20128,-0.0684758,-1.33235,-0.3357,-0.0928849,0.184727,0.00340401,-0.174606,-0.0641476,-0.050683,0.016774,0.0686805,-0.0752166,0.00169922,0.0799201,-0.257182,-0.147314,0.0939911,-1.20058,1.56333,-1.78325,0.0403725,-0.0905288,0.0410484,0.00245574,-2.57041,1.55875,1.7664,-1.1536,0.0465722,-0.282317,0.0378604,0.0731053,-0.083099,0.015779,0.0201746,-0.000653038,-0.000382655,0.000002603,0.941363,-2.04214,1.76297,-2.07054,0.0747488,-0.442266,-0.0119923
-0.0762951,0.997105,-0.00440963,2.19779,-0.0698183,-1.3334,-0.3357,-0.0918766,0.18477,0.00335512,-0.174518,-0.0696594,-0.0539314,0.0188365,0.0353318,0.0657226,-0.0058523,-0.0576803,-0.290306,-0.174556,0.110398,-1.35787,1.635,-0.622607,-0.0599882,-0.028965,0.0252637,0.00390624,-2.56114,1.57972,-1.02378,-1.37071,0.0487994,-0.284844,0.038359,0.0262815,0.0822384,0.00497274,0.00179417,-0.00052197,0.000462755,-5.029E-008,1.79384,-0.778164,0.542735,3.01591,-3.77274,0.966571,-0.0736837
-0.0781278,1.00083,-0.00434448,2.19428,-0.0712781,-1.33452,-0.3357,-0.0915369,0.187617,0.00315577,-0.177169,-0.075801,-0.0577021,0.0212096,0.00216847,0.203922,-0.0132804,-0.192781,-0.320169,-0.199504,0.125098,-1.84033,1.69207,0.488285,-0.224751,-0.0923882,0.0646216,0.00141337,-2.56013,1.59061,-1.03402,-1.37009,0.0512431,-0.287639,0.0389056,-0.0104905,0.24431,-0.00257691,-0.0172827,-0.000490559,0.00125411,-1.38929E-006,1.49916,-1.30613,-0.430127,5.82135,0.110394,0.961439,0.00819518
-0.0799608,1.00464,-0.0042849,2.19068,-0.0728668,-1.33572,-0.3357,-0.0918376,0.193112,0.00281372,-0.182412,-0.0824847,-0.0619303,0.02385,-0.0285827,0.330301,-0.0201027,-0.316534,-0.344687,-0.220411,0.137225,-1.6414,1.7814,0.798352,-0.145366,-0.0951029,0.0828038,0.00646792,-2.96536,1.60293,-1.05168,-1.37072,0.0539261,-0.290615,0.0394821,-0.0566062,0.397672,-0.0114596,-0.0326929,-0.00033442,0.00211989,-4.97862E-007,0.395037,-1.50787,-0.742956,1.90232,-1.10494,0.249205,-0.0241946
-0.0818063,1.00858,-0.00423358,2.18695,-0.074594,-1.33701,-0.3357,-0.0927066,0.200922,0.0023463,-0.189924,-0.089579,-0.066515,0.0266959,-0.0547751,0.435983,-0.0258497,-0.420311,-0.36161,-0.23543,0.145842,-1.29088,1.98193,0.611022,-0.21314,-0.113422,0.099341,0.00660292,-2.97174,1.61661,-1.07552,-1.37224,0.0568653,-0.293673,0.0400692,-0.091727,0.524371,-0.0176611,-0.0468303,-0.000246371,0.00281783,1.32344E-006,0.914726,-0.405597,-0.579406,9.16911,0.182252,0.565045,0.00281578
-0.0836743,1.0127,-0.00419275,2.18306,-0.076466,-1.33839,-0.3357,-0.0940308,0.210541,0.00177983,-0.199217,-0.0969072,-0.0713182,0.0296667,-0.0744571,0.512814,-0.0300927,-0.496194,-0.368697,-0.24274,0.150013,-0.751997,1.9558,0.427411,-0.111289,-0.157343,0.0729892,0.00445841,-2.97968,1.63143,-1.10382,-1.37421,0.0600709,-0.296713,0.0406472,-0.123375,0.615803,-0.0240311,-0.0547025,-0.000089138,0.00335193,0.000001457,0.890165,-2.26843,-0.381061,-3.65464,-0.999679,-0.175488,-0.0295555
-0.0855725,1.01703,-0.00416402,2.17896,-0.0784851,-1.33987,-0.3357,-0.0956616,0.221313,0.00114844,-0.209657,-0.10425,-0.0761674,0.0326641,-0.0860155,0.554005,-0.0324779,-0.537615,-0.363965,-0.240726,0.148911,-0.544849,2.05425,0.523269,0.042892,-0.113104,0.0764387,0.00491297,-2.98864,1.64717,-1.13455,-1.37615,0.0635443,-0.299634,0.0411973,-0.142513,0.667736,-0.0283843,-0.0578273,4.54347E-005,0.00367519,1.17441E-006,-0.100371,-0.462155,-0.655646,5.16369,0.844573,0.764223,0.0137675
